 Htr/Hrms  H1/Hrms  H2/Hrms  H1/3/Hrms H1/10/Hrms H1/50/Hrms H1/100/Hrms H1/250/Hrms H1/1000/Hrms
  2.94000  1.00004  1.61497    1.41575    1.79986    2.20577     2.35803     2.54388      2.79408
  2.95000  1.00004  1.61741    1.41575    1.79987    2.20581     2.35811     2.54407      2.79486
  2.96000  1.00004  1.61984    1.41575    1.79987    2.20584     2.35818     2.54424      2.79560
  2.97000  1.00003  1.62227    1.41575    1.79987    2.20587     2.35824     2.54441      2.79629
  2.98000  1.00003  1.62469    1.41575    1.79988    2.20590     2.35830     2.54457      2.79694
  2.99000  1.00003  1.62711    1.41575    1.79988    2.20593     2.35836     2.54472      2.79755
  3.00000  1.00003  1.62952    1.41575    1.79988    2.20595     2.35841     2.54486      2.79813
  3.01000  1.00003  1.63193    1.41575    1.79988    2.20597     2.35846     2.54500      2.79867
  3.02000  1.00003  1.63434    1.41575    1.79989    2.20600     2.35851     2.54512      2.79918
  3.03000  1.00002  1.63674    1.41575    1.79989    2.20602     2.35856     2.54524      2.79966
  3.04000  1.00002  1.63914    1.41575    1.79989    2.20604     2.35860     2.54535      2.80012
  3.05000  1.00002  1.64153    1.41575    1.79989    2.20606     2.35864     2.54545      2.80054
  3.06000  1.00002  1.64392    1.41575    1.79989    2.20607     2.35868     2.54555      2.80094
  3.07000  1.00002  1.64631    1.41574    1.79989    2.20609     2.35871     2.54564      2.80132
  3.08000  1.00002  1.64869    1.41574    1.79990    2.20610     2.35874     2.54573      2.80168
  3.09000  1.00002  1.65106    1.41574    1.79990    2.20612     2.35878     2.54581      2.80201
  3.10000  1.00002  1.65343    1.41574    1.79990    2.20613     2.35880     2.54589      2.80232
  3.11000  1.00001  1.65580    1.41574    1.79990    2.20615     2.35883     2.54596      2.80262
  3.12000  1.00001  1.65816    1.41574    1.79990    2.20616     2.35886     2.54603      2.80289
  3.13000  1.00001  1.66052    1.41574    1.79990    2.20617     2.35888     2.54609      2.80315
  3.14000  1.00001  1.66288    1.41574    1.79990    2.20618     2.35891     2.54615      2.80340
  3.15000  1.00001  1.66523    1.41574    1.79990    2.20619     2.35893     2.54620      2.80362
  3.16000  1.00001  1.66758    1.41574    1.79991    2.20620     2.35895     2.54626      2.80384
  3.17000  1.00001  1.66992    1.41574    1.79991    2.20621     2.35897     2.54631      2.80404
  3.18000  1.00001  1.67226    1.41574    1.79991    2.20622     2.35898     2.54635      2.80423
  3.19000  1.00001  1.67459    1.41574    1.79991    2.20622     2.35900     2.54640      2.80441
  3.20000  1.00001  1.67692    1.41574    1.79991    2.20623     2.35901     2.54644      2.80458
  3.21000  1.00001  1.67925    1.41574    1.79991    2.20624     2.35903     2.54647      2.80473
  3.22000  1.00001  1.68157    1.41574    1.79991    2.20624     2.35904     2.54651      2.80488
  3.23000  1.00001  1.68389    1.41574    1.79991    2.20625     2.35906     2.54654      2.80502
  3.24000  1.00001  1.68621    1.41574    1.79991    2.20625     2.35907     2.54658      2.80514
  3.25000  1.00001  1.68852    1.41574    1.79991    2.20626     2.35908     2.54660      2.80526
  3.26000  1.00001  1.69082    1.41574    1.79991    2.20626     2.35909     2.54663      2.80538
  3.27000  1.00001  1.69313    1.41574    1.79991    2.20627     2.35910     2.54666      2.80548
  3.28000  1.00000  1.69542    1.41574    1.79991    2.20627     2.35911     2.54668      2.80558
  3.29000  1.00000  1.69772    1.41574    1.79991    2.20628     2.35912     2.54670      2.80568
  3.30000  1.00000  1.70001    1.41574    1.79991    2.20628     2.35913     2.54673      2.80576
  3.31000  1.00000  1.70230    1.41574    1.79991    2.20628     2.35913     2.54675      2.80584
  3.32000  1.00000  1.70458    1.41574    1.79991    2.20629     2.35914     2.54676      2.80592
  3.33000  1.00000  1.70686    1.41574    1.79991    2.20629     2.35915     2.54678      2.80599
  3.34000  1.00000  1.70914    1.41574    1.79991    2.20629     2.35915     2.54680      2.80606
  3.35000  1.00000  1.71141    1.41574    1.79991    2.20630     2.35916     2.54681      2.80612
  3.36000  1.00000  1.71368    1.41574    1.79992    2.20630     2.35916     2.54683      2.80618
  3.37000  1.00000  1.71594    1.41574    1.79992    2.20630     2.35917     2.54684      2.80623
  3.38000  1.00000  1.71820    1.41574    1.79992    2.20630     2.35917     2.54685      2.80628
  3.39000  1.00000  1.72046    1.41574    1.79992    2.20631     2.35918     2.54686      2.80633
  3.40000  1.00000  1.72271    1.41574    1.79992    2.20631     2.35918     2.54688      2.80638
  3.41000  1.00000  1.72496    1.41574    1.79992    2.20631     2.35919     2.54689      2.80642
  3.42000  1.00000  1.72721    1.41574    1.79992    2.20631     2.35919     2.54690      2.80646
  3.43000  1.00000  1.72945    1.41574    1.79992    2.20631     2.35919     2.54690      2.80649
  3.44000  1.00000  1.73169    1.41574    1.79992    2.20631     2.35920     2.54691      2.80653
  3.45000  1.00000  1.73393    1.41574    1.79992    2.20632     2.35920     2.54692      2.80656
  3.46000  1.00000  1.73616    1.41574    1.79992    2.20632     2.35920     2.54693      2.80659
  3.47000  1.00000  1.73839    1.41574    1.79992    2.20632     2.35920     2.54693      2.80661
  3.48000  1.00000  1.74061    1.41574    1.79992    2.20632     2.35921     2.54694      2.80664
  3.49000  1.00000  1.74283    1.41574    1.79992    2.20632     2.35921     2.54695      2.80666
  3.50000  1.00000  1.74505    1.41574    1.79992    2.20632     2.35921     2.54695      2.80669
